"COMMUNITY AREA","YEAR","VALUE","GI_VAR"
"75. Morgan Park","2000",36.6,"Pct Managerial or Professional Workers"
"75. Morgan Park","2010",36.2007168458781,"Pct Managerial or Professional Workers"
"75. Morgan Park","2008 - 2012",38.8237778481681,"Pct Managerial or Professional Workers"
"75. Morgan Park","2013 - 2017",40.8156461829092,"Pct Managerial or Professional Workers"
"76. O'Hare","1970",22.5541694024951,"Pct Managerial or Professional Workers"
"76. O'Hare","1980",26.4,"Pct Managerial or Professional Workers"
"76. O'Hare","1990",32.4,"Pct Managerial or Professional Workers"
"76. O'Hare","2000",33.8,"Pct Managerial or Professional Workers"
"76. O'Hare","2010",25.2790834312573,"Pct Managerial or Professional Workers"
"76. O'Hare","2008 - 2012",26.6796766099805,"Pct Managerial or Professional Workers"
"76. O'Hare","2013 - 2017",28.1041600508098,"Pct Managerial or Professional Workers"
"77. Edgewater","1970",31.2,"Pct Managerial or Professional Workers"
"77. Edgewater","1980",29.5,"Pct Managerial or Professional Workers"
"77. Edgewater","1990",34.1,"Pct Managerial or Professional Workers"
"77. Edgewater","2000",42.8,"Pct Managerial or Professional Workers"
"77. Edgewater","2010",49.3618210614577,"Pct Managerial or Professional Workers"
"77. Edgewater","2008 - 2012",51.0537593143369,"Pct Managerial or Professional Workers"
"77. Edgewater","2013 - 2017",52.0601096261625,"Pct Managerial or Professional Workers"
"City of Chicago","1970",10,"Pct Female Headed Household with Kids"
"City of Chicago","1980",16.8498646904592,"Pct Female Headed Household with Kids"
"City of Chicago","1990",17.4,"Pct Female Headed Household with Kids"
"City of Chicago","2000",16.7107205979531,"Pct Female Headed Household with Kids"
"City of Chicago","2010",17.4,"Pct Female Headed Household with Kids"
"City of Chicago","2008 - 2012",16.0334074001153,"Pct Female Headed Household with Kids"
"City of Chicago","2013 - 2017",14.4687261835132,"Pct Female Headed Household with Kids"
"1. Rogers Park","1970",5.63183320620392,"Pct Female Headed Household with Kids"
"1. Rogers Park","1980",10.4427882507672,"Pct Female Headed Household with Kids"
"1. Rogers Park","1990",17.6,"Pct Female Headed Household with Kids"
"1. Rogers Park","2000",18.3489223261488,"Pct Female Headed Household with Kids"
"1. Rogers Park","2010",15.7488114104596,"Pct Female Headed Household with Kids"
"1. Rogers Park","2008 - 2012",14.8449113071053,"Pct Female Headed Household with Kids"
"1. Rogers Park","2013 - 2017",13.2103013241581,"Pct Female Headed Household with Kids"
"2. West Ridge","1970",3.1471362072455,"Pct Female Headed Household with Kids"
"2. West Ridge","1980",4.02124430955994,"Pct Female Headed Household with Kids"
"2. West Ridge","1990",5.7,"Pct Female Headed Household with Kids"
"2. West Ridge","2000",8.00208901526142,"Pct Female Headed Household with Kids"
"2. West Ridge","2010",9.52610926652581,"Pct Female Headed Household with Kids"
"2. West Ridge","2008 - 2012",8.41860180136021,"Pct Female Headed Household with Kids"
"2. West Ridge","2013 - 2017",8.99304505594194,"Pct Female Headed Household with Kids"
"3. Uptown","1970",10.0618358648016,"Pct Female Headed Household with Kids"
"3. Uptown","1980",17.2384418802757,"Pct Female Headed Household with Kids"
"3. Uptown","1990",20.6,"Pct Female Headed Household with Kids"
"3. Uptown","2000",15.6795986022758,"Pct Female Headed Household with Kids"
"3. Uptown","2010",12.8632525496217,"Pct Female Headed Household with Kids"
"3. Uptown","2008 - 2012",11.525129982669,"Pct Female Headed Household with Kids"
"3. Uptown","2013 - 2017",10.2271569725986,"Pct Female Headed Household with Kids"
"4. Lincoln Square","1970",4.10764872521247,"Pct Female Headed Household with Kids"
"4. Lincoln Square","1980",6.96383816684569,"Pct Female Headed Household with Kids"
"4. Lincoln Square","1990",9.8,"Pct Female Headed Household with Kids"
"4. Lincoln Square","2000",8.6925360909184,"Pct Female Headed Household with Kids"
"4. Lincoln Square","2010",7.25425330812854,"Pct Female Headed Household with Kids"
"4. Lincoln Square","2008 - 2012",7.33857517274244,"Pct Female Headed Household with Kids"
"4. Lincoln Square","2013 - 2017",6.59993400065999,"Pct Female Headed Household with Kids"
"5. North Center","1970",6.00514989884127,"Pct Female Headed Household with Kids"
"5. North Center","1980",11.638723634397,"Pct Female Headed Household with Kids"
"5. North Center","1990",12.8,"Pct Female Headed Household with Kids"
"5. North Center","2000",9.63872626017421,"Pct Female Headed Household with Kids"
"5. North Center","2010",6.16664276495052,"Pct Female Headed Household with Kids"
"5. North Center","2008 - 2012",4.77109762824049,"Pct Female Headed Household with Kids"
"5. North Center","2013 - 2017",5.55281950258557,"Pct Female Headed Household with Kids"
"6. Lake View","1970",6.708656803867,"Pct Female Headed Household with Kids"
"6. Lake View","1980",10.3969003030152,"Pct Female Headed Household with Kids"
"6. Lake View","1990",8.3,"Pct Female Headed Household with Kids"
"6. Lake View","2000",5.38302277432712,"Pct Female Headed Household with Kids"
"6. Lake View","2010",4.57807118254879,"Pct Female Headed Household with Kids"
"6. Lake View","2008 - 2012",3.95586652314316,"Pct Female Headed Household with Kids"
"6. Lake View","2013 - 2017",3.34781497572195,"Pct Female Headed Household with Kids"
"7. Lincoln Park","1970",3.89701744513225,"Pct Female Headed Household with Kids"
"7. Lincoln Park","1980",13.1928406466513,"Pct Female Headed Household with Kids"
"7. Lincoln Park","1990",7.8,"Pct Female Headed Household with Kids"
"7. Lincoln Park","2000",5.94917212167886,"Pct Female Headed Household with Kids"
"7. Lincoln Park","2010",5.4433111023931,"Pct Female Headed Household with Kids"
"7. Lincoln Park","2008 - 2012",5.76941818536205,"Pct Female Headed Household with Kids"
"7. Lincoln Park","2013 - 2017",5.63939634630659,"Pct Female Headed Household with Kids"
"8. Near North Side","1970",15.3589315525876,"Pct Female Headed Household with Kids"
"8. Near North Side","1980",25.4731416606266,"Pct Female Headed Household with Kids"
"8. Near North Side","1990",16.4,"Pct Female Headed Household with Kids"
"8. Near North Side","2000",13.7877557048962,"Pct Female Headed Household with Kids"
"8. Near North Side","2010",7.45446844557391,"Pct Female Headed Household with Kids"
"8. Near North Side","2008 - 2012",6.32667948802971,"Pct Female Headed Household with Kids"
"8. Near North Side","2013 - 2017",5.12989740205196,"Pct Female Headed Household with Kids"
"9. Edison Park","1970",0.601915184678523,"Pct Female Headed Household with Kids"
"9. Edison Park","1980",3.01493378416455,"Pct Female Headed Household with Kids"
"9. Edison Park","1990",2.2,"Pct Female Headed Household with Kids"
"9. Edison Park","2000",3.55263157894737,"Pct Female Headed Household with Kids"
"9. Edison Park","2010",4.71026770586242,"Pct Female Headed Household with Kids"
"9. Edison Park","2008 - 2012",4.74683544303798,"Pct Female Headed Household with Kids"
"9. Edison Park","2013 - 2017",2.124128775307,"Pct Female Headed Household with Kids"
"10. Norwood Park","1970",1.16358658453114,"Pct Female Headed Household with Kids"
"10. Norwood Park","1980",2.56344527044348,"Pct Female Headed Household with Kids"
"10. Norwood Park","1990",2.5,"Pct Female Headed Household with Kids"
"10. Norwood Park","2000",3.47311297483966,"Pct Female Headed Household with Kids"
"10. Norwood Park","2010",5.00366377054328,"Pct Female Headed Household with Kids"
"10. Norwood Park","2008 - 2012",5.32915360501567,"Pct Female Headed Household with Kids"
"10. Norwood Park","2013 - 2017",4.05806664467173,"Pct Female Headed Household with Kids"
"11. Jefferson Park","1970",2.66499057196732,"Pct Female Headed Household with Kids"
"11. Jefferson Park","1980",3.09395401646324,"Pct Female Headed Household with Kids"
"11. Jefferson Park","1990",3.4,"Pct Female Headed Household with Kids"
"11. Jefferson Park","2000",6.30886530124084,"Pct Female Headed Household with Kids"
"11. Jefferson Park","2010",7.13726717796212,"Pct Female Headed Household with Kids"
"11. Jefferson Park","2008 - 2012",6.27549419516787,"Pct Female Headed Household with Kids"
"11. Jefferson Park","2013 - 2017",4.57284103197899,"Pct Female Headed Household with Kids"
"12. Forest Glen","1970",2.23896212596778,"Pct Female Headed Household with Kids"
"12. Forest Glen","1980",2.28060572888159,"Pct Female Headed Household with Kids"
"12. Forest Glen","1990",2.3,"Pct Female Headed Household with Kids"
"12. Forest Glen","2000",2.89571512424183,"Pct Female Headed Household with Kids"
"12. Forest Glen","2010",4.52122408687068,"Pct Female Headed Household with Kids"
"12. Forest Glen","2008 - 2012",3.53400452023834,"Pct Female Headed Household with Kids"
"12. Forest Glen","2013 - 2017",4.71071149335418,"Pct Female Headed Household with Kids"
"13. North Park","1970",2.15005599104143,"Pct Female Headed Household with Kids"
"13. North Park","1980",4.24349583228088,"Pct Female Headed Household with Kids"
"13. North Park","1990",5,"Pct Female Headed Household with Kids"
"13. North Park","2000",5.58789289871944,"Pct Female Headed Household with Kids"
"13. North Park","2010",6.77281368821293,"Pct Female Headed Household with Kids"
"13. North Park","2008 - 2012",5.97647058823529,"Pct Female Headed Household with Kids"
"13. North Park","2013 - 2017",6.30829651448208,"Pct Female Headed Household with Kids"
"14. Albany Park","1970",5.41660153196811,"Pct Female Headed Household with Kids"
"14. Albany Park","1980",8.55638059057158,"Pct Female Headed Household with Kids"
"14. Albany Park","1990",10.8,"Pct Female Headed Household with Kids"
"14. Albany Park","2000",9.52188986535516,"Pct Female Headed Household with Kids"
"14. Albany Park","2010",10.140562248996,"Pct Female Headed Household with Kids"
"14. Albany Park","2008 - 2012",8.99280575539568,"Pct Female Headed Household with Kids"
"14. Albany Park","2013 - 2017",9.46646906261578,"Pct Female Headed Household with Kids"
"15. Portage Park","1970",3.03047309052135,"Pct Female Headed Household with Kids"
"15. Portage Park","1980",4.21874008754679,"Pct Female Headed Household with Kids"
"15. Portage Park","1990",5.3,"Pct Female Headed Household with Kids"
"15. Portage Park","2000",7.42989484226339,"Pct Female Headed Household with Kids"
"15. Portage Park","2010",9.8927371413802,"Pct Female Headed Household with Kids"
"15. Portage Park","2008 - 2012",10.5256109809173,"Pct Female Headed Household with Kids"
"15. Portage Park","2013 - 2017",7.27320295637386,"Pct Female Headed Household with Kids"
"16. Irving Park","1970",4.78338751409806,"Pct Female Headed Household with Kids"
"16. Irving Park","1980",7.8702974972454,"Pct Female Headed Household with Kids"
"16. Irving Park","1990",9.4,"Pct Female Headed Household with Kids"
"16. Irving Park","2000",10.4367301231803,"Pct Female Headed Household with Kids"
"16. Irving Park","2010",11.3289581624282,"Pct Female Headed Household with Kids"
"16. Irving Park","2008 - 2012",9.90194502491561,"Pct Female Headed Household with Kids"
"16. Irving Park","2013 - 2017",8.85689003298206,"Pct Female Headed Household with Kids"
"17. Dunning","1970",2.62056262558607,"Pct Female Headed Household with Kids"
"17. Dunning","1980",2.73909006499536,"Pct Female Headed Household with Kids"
"17. Dunning","1990",3.6,"Pct Female Headed Household with Kids"
"17. Dunning","2000",4.90514905149051,"Pct Female Headed Household with Kids"
"17. Dunning","2010",6.2136832239925,"Pct Female Headed Household with Kids"
"17. Dunning","2008 - 2012",5.19529059988787,"Pct Female Headed Household with Kids"
"17. Dunning","2013 - 2017",7.1415424259157,"Pct Female Headed Household with Kids"
"18. Montclare","1970",2.28519195612431,"Pct Female Headed Household with Kids"
"18. Montclare","1980",4.70822281167109,"Pct Female Headed Household with Kids"
"18. Montclare","1990",4.9,"Pct Female Headed Household with Kids"
"18. Montclare","2000",7.24057390724057,"Pct Female Headed Household with Kids"
"18. Montclare","2010",10.1914962674456,"Pct Female Headed Household with Kids"
"18. Montclare","2008 - 2012",10.3128222756961,"Pct Female Headed Household with Kids"
"18. Montclare","2013 - 2017",7.67054385413392,"Pct Female Headed Household with Kids"
"19. Belmont Cragin","1970",3.38035019455253,"Pct Female Headed Household with Kids"
"19. Belmont Cragin","1980",4.73558012521646,"Pct Female Headed Household with Kids"
"19. Belmont Cragin","1990",7.5,"Pct Female Headed Household with Kids"
"19. Belmont Cragin","2000",10.5076053383064,"Pct Female Headed Household with Kids"
"19. Belmont Cragin","2010",12.6203780763286,"Pct Female Headed Household with Kids"
"19. Belmont Cragin","2008 - 2012",15.9704867309294,"Pct Female Headed Household with Kids"
"19. Belmont Cragin","2013 - 2017",14.9907721616955,"Pct Female Headed Household with Kids"
"20. Hermosa","1970",4.98201438848921,"Pct Female Headed Household with Kids"
"20. Hermosa","1980",9.57801766437684,"Pct Female Headed Household with Kids"
"20. Hermosa","1990",13.5,"Pct Female Headed Household with Kids"
"20. Hermosa","2000",14.0739478616459,"Pct Female Headed Household with Kids"
"20. Hermosa","2010",15.8076853032235,"Pct Female Headed Household with Kids"
"20. Hermosa","2008 - 2012",14.5527859237537,"Pct Female Headed Household with Kids"
"20. Hermosa","2013 - 2017",12.7024891347294,"Pct Female Headed Household with Kids"
"21. Avondale","1970",5.2300831137239,"Pct Female Headed Household with Kids"
"21. Avondale","1980",9.02461257976299,"Pct Female Headed Household with Kids"
"21. Avondale","1990",11.8,"Pct Female Headed Household with Kids"
"21. Avondale","2000",11.4597544338336,"Pct Female Headed Household with Kids"
"21. Avondale","2010",12.6611957796014,"Pct Female Headed Household with Kids"
"21. Avondale","2008 - 2012",13.0217218241783,"Pct Female Headed Household with Kids"
"21. Avondale","2013 - 2017",10.2796577703997,"Pct Female Headed Household with Kids"
"22. Logan Square","1970",7.36935341009743,"Pct Female Headed Household with Kids"
"22. Logan Square","1980",15.714073266247,"Pct Female Headed Household with Kids"
"22. Logan Square","1990",19.6,"Pct Female Headed Household with Kids"
"22. Logan Square","2000",16.2817821320271,"Pct Female Headed Household with Kids"
"22. Logan Square","2010",14.2183011899877,"Pct Female Headed Household with Kids"
"22. Logan Square","2008 - 2012",13.056762629006,"Pct Female Headed Household with Kids"
"22. Logan Square","2013 - 2017",12.1915414190842,"Pct Female Headed Household with Kids"
"23. Humboldt Park","1970",9.25214640759151,"Pct Female Headed Household with Kids"
"23. Humboldt Park","1980",23.0698018885392,"Pct Female Headed Household with Kids"
"23. Humboldt Park","1990",28.7,"Pct Female Headed Household with Kids"
"23. Humboldt Park","2000",24.7535905378767,"Pct Female Headed Household with Kids"
"23. Humboldt Park","2010",23.4928074995959,"Pct Female Headed Household with Kids"
"23. Humboldt Park","2008 - 2012",24.8847124336553,"Pct Female Headed Household with Kids"
"23. Humboldt Park","2013 - 2017",25.0814053127678,"Pct Female Headed Household with Kids"
"24. West Town","1970",10.9613533214138,"Pct Female Headed Household with Kids"
"24. West Town","1980",19.6688565340909,"Pct Female Headed Household with Kids"
"24. West Town","1990",21.9,"Pct Female Headed Household with Kids"
"24. West Town","2000",16.3738661155127,"Pct Female Headed Household with Kids"
"24. West Town","2010",11.4042991375981,"Pct Female Headed Household with Kids"
"24. West Town","2008 - 2012",11.3569042667171,"Pct Female Headed Household with Kids"
"24. West Town","2013 - 2017",11.2646189435805,"Pct Female Headed Household with Kids"
"25. Austin","1970",7.57739436402358,"Pct Female Headed Household with Kids"
"25. Austin","1980",25.3765131268668,"Pct Female Headed Household with Kids"
"25. Austin","1990",27,"Pct Female Headed Household with Kids"
"25. Austin","2000",27.2754535912431,"Pct Female Headed Household with Kids"
"25. Austin","2010",25.1013027754782,"Pct Female Headed Household with Kids"
"25. Austin","2008 - 2012",26.2041258520291,"Pct Female Headed Household with Kids"
"25. Austin","2013 - 2017",22.9526876393361,"Pct Female Headed Household with Kids"
"26. West Garfield Park","1970",23.412894919283,"Pct Female Headed Household with Kids"
"26. West Garfield Park","1980",36.8617683686177,"Pct Female Headed Household with Kids"
"26. West Garfield Park","1990",32.4,"Pct Female Headed Household with Kids"
"26. West Garfield Park","2000",32.2162828947368,"Pct Female Headed Household with Kids"
"26. West Garfield Park","2010",31.8937701662944,"Pct Female Headed Household with Kids"
"26. West Garfield Park","2008 - 2012",40.2709359605911,"Pct Female Headed Household with Kids"
"26. West Garfield Park","2013 - 2017",33.7776517300057,"Pct Female Headed Household with Kids"
"27. East Garfield Park","1970",27.0003721622627,"Pct Female Headed Household with Kids"
"27. East Garfield Park","1980",38.5572139303483,"Pct Female Headed Household with Kids"
"27. East Garfield Park","1990",35.7,"Pct Female Headed Household with Kids"
"27. East Garfield Park","2000",33.5148083623693,"Pct Female Headed Household with Kids"
"27. East Garfield Park","2010",34.2762430939227,"Pct Female Headed Household with Kids"
"27. East Garfield Park","2008 - 2012",39.7991071428571,"Pct Female Headed Household with Kids"
"27. East Garfield Park","2013 - 2017",32.6397290104041,"Pct Female Headed Household with Kids"
"28. Near West Side","1970",29.1506813070512,"Pct Female Headed Household with Kids"
"28. Near West Side","1980",43.6481263653168,"Pct Female Headed Household with Kids"
"28. Near West Side","1990",44.3,"Pct Female Headed Household with Kids"
"28. Near West Side","2000",27.768014059754,"Pct Female Headed Household with Kids"
"28. Near West Side","2010",15.4546354012071,"Pct Female Headed Household with Kids"
"28. Near West Side","2008 - 2012",16.2473689485817,"Pct Female Headed Household with Kids"
"28. Near West Side","2013 - 2017",13.4206695778748,"Pct Female Headed Household with Kids"
"29. North Lawndale","1970",26.8880008197561,"Pct Female Headed Household with Kids"
"29. North Lawndale","1980",37.7330680226988,"Pct Female Headed Household with Kids"
"29. North Lawndale","1990",37.5,"Pct Female Headed Household with Kids"
"29. North Lawndale","2000",38.0257693536365,"Pct Female Headed Household with Kids"
"29. North Lawndale","2010",35.1184600197433,"Pct Female Headed Household with Kids"
"29. North Lawndale","2008 - 2012",36.1592142672525,"Pct Female Headed Household with Kids"
"29. North Lawndale","2013 - 2017",36.0632370092005,"Pct Female Headed Household with Kids"
"30. South Lawndale","1970",7.43398781313473,"Pct Female Headed Household with Kids"
"30. South Lawndale","1980",10.9442754514271,"Pct Female Headed Household with Kids"
"30. South Lawndale","1990",12.5,"Pct Female Headed Household with Kids"
"30. South Lawndale","2000",11.6624700607996,"Pct Female Headed Household with Kids"
"30. South Lawndale","2010",14.4880174291939,"Pct Female Headed Household with Kids"
"30. South Lawndale","2008 - 2012",16.9103091213644,"Pct Female Headed Household with Kids"
"30. South Lawndale","2013 - 2017",18.6172128195895,"Pct Female Headed Household with Kids"
"31. Lower West Side","1970",8.10083698684735,"Pct Female Headed Household with Kids"
"31. Lower West Side","1980",11.6897451334537,"Pct Female Headed Household with Kids"
"31. Lower West Side","1990",14.2,"Pct Female Headed Household with Kids"
"31. Lower West Side","2000",12.9723328668317,"Pct Female Headed Household with Kids"
"31. Lower West Side","2010",15.2785289345592,"Pct Female Headed Household with Kids"
"31. Lower West Side","2008 - 2012",15.6056647875705,"Pct Female Headed Household with Kids"
"31. Lower West Side","2013 - 2017",13.3264917167571,"Pct Female Headed Household with Kids"
"32. Loop","1970",0.661375661375661,"Pct Female Headed Household with Kids"
"32. Loop","1980",2.30991337824832,"Pct Female Headed Household with Kids"
"32. Loop","1990",4.3,"Pct Female Headed Household with Kids"
"32. Loop","2000",4.09121395036888,"Pct Female Headed Household with Kids"
"32. Loop","2010",3.35292836925757,"Pct Female Headed Household with Kids"
"32. Loop","2008 - 2012",3.58115183246073,"Pct Female Headed Household with Kids"
"32. Loop","2013 - 2017",4.59666516448851,"Pct Female Headed Household with Kids"
"33. Near South Side","1970",32.7240566037736,"Pct Female Headed Household with Kids"
"33. Near South Side","1980",59.1439688715953,"Pct Female Headed Household with Kids"
"33. Near South Side","1990",56,"Pct Female Headed Household with Kids"
"33. Near South Side","2000",28.1205164992826,"Pct Female Headed Household with Kids"
"33. Near South Side","2010",8.74019180470793,"Pct Female Headed Household with Kids"
"33. Near South Side","2008 - 2012",9.86639260020555,"Pct Female Headed Household with Kids"
"33. Near South Side","2013 - 2017",9.7375427919361,"Pct Female Headed Household with Kids"
"34. Armour Square","1970",12.8723040054776,"Pct Female Headed Household with Kids"
"34. Armour Square","1980",12.2347480106101,"Pct Female Headed Household with Kids"
"34. Armour Square","1990",12.4,"Pct Female Headed Household with Kids"
"34. Armour Square","2000",11.7667121418827,"Pct Female Headed Household with Kids"
"34. Armour Square","2010",8.32809553739786,"Pct Female Headed Household with Kids"
"34. Armour Square","2008 - 2012",10.7207207207207,"Pct Female Headed Household with Kids"
"34. Armour Square","2013 - 2017",9.32563791008505,"Pct Female Headed Household with Kids"
"35. Douglas","1970",31.738923296808,"Pct Female Headed Household with Kids"
"35. Douglas","1980",42.9359243697479,"Pct Female Headed Household with Kids"
"35. Douglas","1990",48,"Pct Female Headed Household with Kids"
"35. Douglas","2000",40.2506170495538,"Pct Female Headed Household with Kids"
"35. Douglas","2010",27.9003783102144,"Pct Female Headed Household with Kids"
"35. Douglas","2008 - 2012",30.879345603272,"Pct Female Headed Household with Kids"
"35. Douglas","2013 - 2017",30.7352941176471,"Pct Female Headed Household with Kids"
"36. Oakland","1970",40.5507246376812,"Pct Female Headed Household with Kids"
"36. Oakland","1980",62.1940685286496,"Pct Female Headed Household with Kids"
"36. Oakland","1990",58,"Pct Female Headed Household with Kids"
"36. Oakland","2000",53.3959537572254,"Pct Female Headed Household with Kids"
"36. Oakland","2010",44.0761636107193,"Pct Female Headed Household with Kids"
"36. Oakland","2008 - 2012",42.218137254902,"Pct Female Headed Household with Kids"
"36. Oakland","2013 - 2017",45.5284552845528,"Pct Female Headed Household with Kids"
"37. Fuller Park","1970",20.0757575757576,"Pct Female Headed Household with Kids"
"37. Fuller Park","1980",28.8445552784705,"Pct Female Headed Household with Kids"
"37. Fuller Park","1990",26.9,"Pct Female Headed Household with Kids"
"37. Fuller Park","2000",24.8294679399727,"Pct Female Headed Household with Kids"
"37. Fuller Park","2010",25,"Pct Female Headed Household with Kids"
"37. Fuller Park","2008 - 2012",34.8754448398576,"Pct Female Headed Household with Kids"
"37. Fuller Park","2013 - 2017",10.5769230769231,"Pct Female Headed Household with Kids"
"38. Grand Boulevard","1970",29.3954089880375,"Pct Female Headed Household with Kids"
"38. Grand Boulevard","1980",43.9040513740674,"Pct Female Headed Household with Kids"
"38. Grand Boulevard","1990",47.9,"Pct Female Headed Household with Kids"
"38. Grand Boulevard","2000",42.7711878975417,"Pct Female Headed Household with Kids"
"38. Grand Boulevard","2010",32.7302631578947,"Pct Female Headed Household with Kids"
"38. Grand Boulevard","2008 - 2012",36.1145964031786,"Pct Female Headed Household with Kids"
"38. Grand Boulevard","2013 - 2017",29.743803374297,"Pct Female Headed Household with Kids"
"39. Kenwood","1970",19.7304497727629,"Pct Female Headed Household with Kids"
"39. Kenwood","1980",24.6628884111784,"Pct Female Headed Household with Kids"
"39. Kenwood","1990",26.5,"Pct Female Headed Household with Kids"
"39. Kenwood","2000",26.8870251603355,"Pct Female Headed Household with Kids"
"39. Kenwood","2010",25.4846213491858,"Pct Female Headed Household with Kids"
"39. Kenwood","2008 - 2012",24.97320471597,"Pct Female Headed Household with Kids"
"39. Kenwood","2013 - 2017",21.2330740420628,"Pct Female Headed Household with Kids"
"40. Washington Park","1970",23.1851085832472,"Pct Female Headed Household with Kids"
"40. Washington Park","1980",41.2608762021066,"Pct Female Headed Household with Kids"
"40. Washington Park","1990",45.7,"Pct Female Headed Household with Kids"
"40. Washington Park","2000",43.789334216628,"Pct Female Headed Household with Kids"
"40. Washington Park","2010",44.0582959641256,"Pct Female Headed Household with Kids"
"40. Washington Park","2008 - 2012",43.7844217151849,"Pct Female Headed Household with Kids"
"40. Washington Park","2013 - 2017",43.7118437118437,"Pct Female Headed Household with Kids"
"41. Hyde Park","1970",7.62963920858658,"Pct Female Headed Household with Kids"
"41. Hyde Park","1980",14.739263803681,"Pct Female Headed Household with Kids"
"41. Hyde Park","1990",12.6,"Pct Female Headed Household with Kids"
"41. Hyde Park","2000",13.4226988382484,"Pct Female Headed Household with Kids"
"41. Hyde Park","2010",10.6134157105031,"Pct Female Headed Household with Kids"
"41. Hyde Park","2008 - 2012",15.3778942769768,"Pct Female Headed Household with Kids"
"41. Hyde Park","2013 - 2017",9.1010984084286,"Pct Female Headed Household with Kids"
"42. Woodlawn","1970",24.2118226600985,"Pct Female Headed Household with Kids"
"42. Woodlawn","1980",32.4300699300699,"Pct Female Headed Household with Kids"
"42. Woodlawn","1990",33.6,"Pct Female Headed Household with Kids"
"42. Woodlawn","2000",35.9523398376792,"Pct Female Headed Household with Kids"
"42. Woodlawn","2010",34.6063772293281,"Pct Female Headed Household with Kids"
"42. Woodlawn","2008 - 2012",31.0393258426966,"Pct Female Headed Household with Kids"
"42. Woodlawn","2013 - 2017",33.8487254492269,"Pct Female Headed Household with Kids"
"43. South Shore","1970",11.2344966830112,"Pct Female Headed Household with Kids"
"43. South Shore","1980",29.0255921157209,"Pct Female Headed Household with Kids"
"43. South Shore","1990",31.2,"Pct Female Headed Household with Kids"
"43. South Shore","2000",32.8304248070639,"Pct Female Headed Household with Kids"
"43. South Shore","2010",31.683958499601,"Pct Female Headed Household with Kids"
"43. South Shore","2008 - 2012",33.8938143279323,"Pct Female Headed Household with Kids"
"43. South Shore","2013 - 2017",35.5187244309242,"Pct Female Headed Household with Kids"
"44. Chatham","1970",10.9445745511319,"Pct Female Headed Household with Kids"
"44. Chatham","1980",18.5939371602322,"Pct Female Headed Household with Kids"
"44. Chatham","1990",18.5,"Pct Female Headed Household with Kids"
"44. Chatham","2000",23.5018127532523,"Pct Female Headed Household with Kids"
"44. Chatham","2010",23.9326438610448,"Pct Female Headed Household with Kids"
"44. Chatham","2008 - 2012",30.0078043704474,"Pct Female Headed Household with Kids"
"44. Chatham","2013 - 2017",28.603671381282,"Pct Female Headed Household with Kids"
"45. Avalon Park","1970",8.12239221140473,"Pct Female Headed Household with Kids"
"45. Avalon Park","1980",15.6410256410256,"Pct Female Headed Household with Kids"
"45. Avalon Park","1990",14.9,"Pct Female Headed Household with Kids"
"45. Avalon Park","2000",16.2944870900209,"Pct Female Headed Household with Kids"
"45. Avalon Park","2010",15.437523882308,"Pct Female Headed Household with Kids"
"45. Avalon Park","2008 - 2012",19.9411022297013,"Pct Female Headed Household with Kids"
"45. Avalon Park","2013 - 2017",15.2881040892193,"Pct Female Headed Household with Kids"
"46. South Chicago","1970",7.27066422274592,"Pct Female Headed Household with Kids"
"46. South Chicago","1980",17.2079719505444,"Pct Female Headed Household with Kids"
"46. South Chicago","1990",23.1,"Pct Female Headed Household with Kids"
"46. South Chicago","2000",26.1003521126761,"Pct Female Headed Household with Kids"
"46. South Chicago","2010",25.9977979631159,"Pct Female Headed Household with Kids"
"46. South Chicago","2008 - 2012",23.6129804097503,"Pct Female Headed Household with Kids"
"46. South Chicago","2013 - 2017",27.4856596558317,"Pct Female Headed Household with Kids"
"47. Burnside","1970",4.80656506447831,"Pct Female Headed Household with Kids"
"47. Burnside","1980",24.6737841043891,"Pct Female Headed Household with Kids"
"47. Burnside","1990",20.4,"Pct Female Headed Household with Kids"
"47. Burnside","2000",22.8607918263091,"Pct Female Headed Household with Kids"
"47. Burnside","2010",21.8320610687023,"Pct Female Headed Household with Kids"
"47. Burnside","2008 - 2012",25.1673360107095,"Pct Female Headed Household with Kids"
"47. Burnside","2013 - 2017",19.7095435684647,"Pct Female Headed Household with Kids"
"48. Calumet Heights","1970",4.74315710536183,"Pct Female Headed Household with Kids"
"48. Calumet Heights","1980",13.2139491046183,"Pct Female Headed Household with Kids"
"48. Calumet Heights","1990",11.3,"Pct Female Headed Household with Kids"
"48. Calumet Heights","2000",12.4048881715472,"Pct Female Headed Household with Kids"
"48. Calumet Heights","2010",14.4790257104195,"Pct Female Headed Household with Kids"
"48. Calumet Heights","2008 - 2012",14.164230667021,"Pct Female Headed Household with Kids"
"48. Calumet Heights","2013 - 2017",10.9301597243971,"Pct Female Headed Household with Kids"
"49. Roseland","1970",6.92684790220921,"Pct Female Headed Household with Kids"
"49. Roseland","1980",19.7795550776262,"Pct Female Headed Household with Kids"
"49. Roseland","1990",18.5,"Pct Female Headed Household with Kids"
"49. Roseland","2000",20.017503381335,"Pct Female Headed Household with Kids"
"49. Roseland","2010",22.266139657444,"Pct Female Headed Household with Kids"
"49. Roseland","2008 - 2012",22.2943513225463,"Pct Female Headed Household with Kids"
"49. Roseland","2013 - 2017",21.5503377291734,"Pct Female Headed Household with Kids"
"50. Pullman","1970",9.34844192634561,"Pct Female Headed Household with Kids"
